task_id,project_id,assigned_employee,task_name,start_date,end_date,task_status,completion_percentage
TASK006169,PROJ04159,EMP0094,Site Visit,10-08-2024,21-03-2025,In Progress,62
TASK006170,PROJ00280,EMP0098,Handover,21-12-2024,04-02-2025,In Progress,11
TASK006171,PROJ03102,EMP0234,Material Procurement,06-01-2024,13-02-2025,In Progress,13
TASK006172,PROJ00668,EMP0148,Installation,07-12-2024,15-06-2025,Pending,49
TASK006173,PROJ00546,EMP0248,Material Procurement,07-12-2024,24-09-2025,Completed,41
TASK006174,PROJ02392,EMP0284,Installation,03-04-2024,12-04-2025,In Progress,9
TASK006175,PROJ00819,EMP0056,Installation,11-06-2024,,In Progress,65
TASK006176,PROJ03049,EMP0186,Quality Check,23-06-2024,20-06-2025,completed,48
TASK006177,PROJ02134,EMP0182,Quality Check,14-06-2024,,Pending,32
TASK006178,PROJ04496,EMP0299,Site Visit,25-09-2024,,completed,85
TASK006179,PROJ03637,EMP0237,Material Procurement,01-05-2024,11-05-2025,completed,1
TASK006180,PROJ03964,EMP0224,Handover,22-10-2024,09-07-2025,In Progress,88
TASK006181,PROJ01278,EMP0041,Material Procurement,23-03-2024,24-09-2025,completed,86
TASK006182,PROJ01877,EMP0286,Design Approval,02-04-2024,13-11-2025,Delayed,52
TASK006183,PROJ02979,EMP0191,Installation,12-01-2024,19-12-2025,Delayed,61
TASK006184,PROJ00311,EMP0102,Design Approval,27-10-2024,06-03-2025,completed,25
TASK006185,PROJ04854,EMP0157,Material Procurement,02-05-2024,28-09-2025,completed,78
TASK006186,PROJ01107,EMP0191,Installation,23-07-2024,25-04-2025,completed,21
TASK006187,PROJ00919,EMP0002,Quality Check,07-05-2024,26-10-2025,Pending,88
TASK006188,PROJ02189,EMP0095,Material Procurement,18-05-2024,,Pending,56
TASK006189,PROJ00308,EMP0228,Quality Check,02-01-2024,04-04-2025,Delayed,30
TASK006190,PROJ00114,EMP0239,Design Approval,22-11-2024,16-09-2025,Pending,12
TASK006191,PROJ01776,EMP0232,Design Approval,06-07-2024,14-07-2025,Completed,79
TASK006192,PROJ01326,EMP0010,Site Visit,09-10-2024,12-04-2025,completed,38
TASK006193,PROJ00277,EMP0189,Material Procurement,16-04-2024,,Delayed,88
TASK006194,PROJ00017,EMP0040,Material Procurement,21-06-2024,,Completed,29
TASK006195,PROJ01640,EMP0049,Quality Check,15-12-2024,,Pending,54
TASK006196,PROJ01298,EMP0282,Design Approval,23-01-2024,24-08-2025,Pending,18
TASK006197,PROJ03001,EMP0061,Design Approval,15-08-2024,18-09-2025,In Progress,99
TASK006198,PROJ00317,EMP0085,Quality Check,10-06-2024,,Completed,3
TASK006199,PROJ02717,EMP0267,Design Approval,25-09-2024,26-09-2025,Pending,79
TASK006200,PROJ01318,EMP0241,Handover,08-12-2024,,completed,81
TASK006201,PROJ03332,EMP0185,Handover,27-11-2024,27-10-2025,completed,17
TASK006202,PROJ00658,EMP0065,Handover,09-03-2024,17-01-2025,Pending,89
TASK006203,PROJ01910,EMP0248,Quality Check,25-11-2024,,Pending,27
TASK006204,PROJ03434,EMP0173,Handover,02-07-2024,26-01-2025,completed,3
TASK006205,PROJ01956,EMP0022,Site Visit,14-06-2024,21-04-2025,Completed,54
TASK006206,PROJ00800,EMP0243,Material Procurement,09-04-2024,,In Progress,40
TASK006207,PROJ00757,EMP0014,Handover,10-08-2024,23-08-2025,Pending,52
TASK006208,PROJ02757,EMP0105,Site Visit,20-06-2024,,Completed,52
TASK006209,PROJ02392,EMP0074,Material Procurement,08-02-2024,,Delayed,87
TASK006210,PROJ00747,EMP0246,Design Approval,12-03-2024,,Completed,43
TASK006211,PROJ01165,EMP0141,Material Procurement,14-04-2024,,Delayed,77
TASK006212,PROJ00112,EMP0118,Site Visit,06-05-2024,07-10-2025,completed,92
TASK006213,PROJ01587,EMP0240,Installation,22-03-2024,,Delayed,79
TASK006214,PROJ02065,EMP0203,Design Approval,22-03-2024,23-08-2025,In Progress,47
TASK006215,PROJ01902,EMP0116,Quality Check,08-10-2024,19-06-2025,In Progress,47
TASK006216,PROJ00312,EMP0124,Handover,24-07-2024,08-07-2025,Completed,60
TASK006217,PROJ03646,EMP0052,Installation,16-12-2024,12-05-2025,completed,93
TASK006218,PROJ03097,EMP0235,Handover,16-11-2024,09-11-2025,Delayed,91
TASK006219,PROJ00452,EMP0178,Material Procurement,15-06-2024,07-03-2025,Delayed,78
TASK006220,PROJ04732,EMP0183,Site Visit,09-12-2024,18-01-2025,Pending,69
TASK006221,PROJ01154,EMP0298,Quality Check,01-10-2024,12-05-2025,completed,47
TASK006222,PROJ00408,EMP0287,Design Approval,24-10-2024,27-11-2025,Pending,51
TASK006223,PROJ01939,EMP0245,Site Visit,03-02-2024,22-06-2025,In Progress,39
TASK006224,PROJ03494,EMP0191,Handover,02-08-2024,16-10-2025,Completed,22
TASK006225,PROJ02386,EMP0177,Installation,12-11-2024,28-06-2025,Delayed,44
TASK006226,PROJ02906,EMP0138,Installation,08-09-2024,,Pending,72
TASK006227,PROJ02030,EMP0275,Material Procurement,15-06-2024,,completed,33
TASK006228,PROJ03289,EMP0202,Design Approval,22-09-2024,,Delayed,3
TASK006229,PROJ01653,EMP0185,Material Procurement,26-10-2024,03-01-2025,Delayed,47
TASK006230,PROJ01920,EMP0129,Quality Check,16-09-2024,25-07-2025,completed,40
TASK006231,PROJ02172,EMP0230,Design Approval,05-05-2024,18-10-2025,In Progress,96
TASK006232,PROJ02459,EMP0034,Installation,19-07-2024,27-07-2025,Pending,25
TASK006233,PROJ02025,EMP0093,Design Approval,22-05-2024,,Delayed,52
TASK006234,PROJ03536,EMP0133,Site Visit,17-01-2024,,completed,91
TASK006235,PROJ04498,EMP0288,Design Approval,16-01-2024,,completed,27
TASK006236,PROJ04468,EMP0038,Installation,11-03-2024,01-11-2025,In Progress,91
TASK006237,PROJ01663,EMP0212,Installation,23-01-2024,05-06-2025,completed,66
TASK006238,PROJ02416,EMP0044,Material Procurement,09-02-2024,06-07-2025,Delayed,30
TASK006239,PROJ04015,EMP0163,Design Approval,27-07-2024,19-11-2025,Completed,96
TASK006240,PROJ02481,EMP0129,Handover,22-11-2024,,Completed,90
TASK006241,PROJ01121,EMP0047,Site Visit,20-09-2024,05-06-2025,Pending,84
TASK006242,PROJ00278,EMP0148,Installation,21-08-2024,15-11-2025,completed,62
TASK006243,PROJ02086,EMP0192,Quality Check,14-02-2024,27-10-2025,Completed,72
TASK006244,PROJ03457,EMP0181,Quality Check,04-01-2024,,completed,66
TASK006245,PROJ02691,EMP0288,Quality Check,08-07-2024,14-10-2025,Pending,31
TASK006246,PROJ02992,EMP0034,Design Approval,25-10-2024,18-04-2025,Completed,76
TASK006247,PROJ03928,EMP0122,Handover,06-03-2024,05-12-2025,Pending,100
TASK006248,PROJ04747,EMP0122,Installation,10-03-2024,,In Progress,66
TASK006249,PROJ00125,EMP0284,Design Approval,21-05-2024,23-07-2025,completed,50
TASK006250,PROJ02364,EMP0163,Handover,08-03-2024,03-01-2025,In Progress,79
TASK006251,PROJ02850,EMP0211,Handover,05-02-2024,11-11-2025,completed,11
TASK006252,PROJ03992,EMP0163,Quality Check,07-10-2024,09-03-2025,Delayed,34
TASK006253,PROJ02819,EMP0264,Site Visit,27-12-2024,24-05-2025,Completed,74
TASK006254,PROJ02009,EMP0160,Handover,26-08-2024,15-12-2025,Completed,29
TASK006255,PROJ03657,EMP0249,Site Visit,06-08-2024,11-05-2025,Delayed,32
TASK006256,PROJ01392,EMP0066,Material Procurement,26-01-2024,21-07-2025,Completed,10
TASK006257,PROJ00776,EMP0172,Installation,07-03-2024,,Pending,56
TASK006258,PROJ03620,EMP0032,Handover,27-10-2024,,In Progress,99
TASK006259,PROJ04990,EMP0054,Design Approval,12-12-2024,15-03-2025,completed,37
TASK006260,PROJ00042,EMP0251,Material Procurement,11-12-2024,24-09-2025,In Progress,95
TASK006261,PROJ04249,EMP0275,Quality Check,26-04-2024,28-02-2025,In Progress,75
TASK006262,PROJ03056,EMP0287,Material Procurement,05-02-2024,12-12-2025,Delayed,2
TASK006263,PROJ04844,EMP0255,Material Procurement,28-02-2024,22-04-2025,Delayed,72
TASK006264,PROJ00138,EMP0196,Material Procurement,03-01-2024,24-08-2025,Pending,10
TASK006265,PROJ04151,EMP0238,Quality Check,13-05-2024,14-03-2025,Completed,69
TASK006266,PROJ03198,EMP0290,Site Visit,07-11-2024,03-12-2025,Completed,55
TASK006267,PROJ01987,EMP0297,Material Procurement,20-02-2024,22-10-2025,Completed,4
TASK006268,PROJ02983,EMP0146,Installation,06-03-2024,26-06-2025,Delayed,47
TASK006269,PROJ01152,EMP0147,Installation,13-09-2024,18-02-2025,Pending,62
TASK006270,PROJ03629,EMP0005,Material Procurement,07-10-2024,21-09-2025,Pending,61
TASK006271,PROJ01499,EMP0245,Material Procurement,14-03-2024,09-07-2025,Delayed,90
TASK006272,PROJ01931,EMP0272,Handover,24-01-2024,23-02-2025,In Progress,22
TASK006273,PROJ01593,EMP0021,Handover,01-11-2024,13-11-2025,Completed,29
TASK006274,PROJ01045,EMP0208,Handover,20-01-2024,,In Progress,70
TASK006275,PROJ00393,EMP0030,Material Procurement,12-07-2024,,In Progress,71
TASK006276,PROJ02579,EMP0057,Handover,17-07-2024,02-01-2025,Delayed,16
TASK006277,PROJ02664,EMP0269,Quality Check,13-01-2024,04-06-2025,Delayed,33
TASK006278,PROJ04181,EMP0257,Installation,04-04-2024,11-09-2025,In Progress,23
TASK006279,PROJ03550,EMP0255,Handover,21-07-2024,08-12-2025,Completed,82
TASK006280,PROJ03604,EMP0161,Material Procurement,19-07-2024,15-07-2025,Delayed,52
TASK006281,PROJ04283,EMP0156,Design Approval,22-03-2024,,completed,69
TASK006282,PROJ01260,EMP0170,Design Approval,23-01-2024,05-07-2025,completed,74
TASK006283,PROJ03958,EMP0094,Material Procurement,04-07-2024,02-10-2025,Completed,78
TASK006284,PROJ03242,EMP0289,Quality Check,25-10-2024,,In Progress,43
TASK006285,PROJ03173,EMP0030,Handover,25-06-2024,09-10-2025,Delayed,71
TASK006286,PROJ01275,EMP0105,Design Approval,19-04-2024,12-09-2025,Delayed,84
TASK006287,PROJ04769,EMP0014,Site Visit,13-07-2024,15-05-2025,In Progress,18
TASK006288,PROJ04827,EMP0198,Handover,22-09-2024,04-10-2025,Delayed,97
TASK006289,PROJ00438,EMP0168,Site Visit,01-06-2024,26-06-2025,Pending,0
TASK006290,PROJ00912,EMP0175,Handover,14-04-2024,11-07-2025,Delayed,66
TASK006291,PROJ03001,EMP0062,Quality Check,14-12-2024,06-05-2025,In Progress,38
TASK006292,PROJ02997,EMP0052,Design Approval,21-04-2024,19-10-2025,Completed,67
TASK006293,PROJ00318,EMP0158,Handover,23-12-2024,17-02-2025,Completed,56
TASK006294,PROJ00229,EMP0251,Installation,28-11-2024,26-09-2025,Completed,8
TASK006295,PROJ02412,EMP0267,Handover,15-02-2024,19-01-2025,In Progress,35
TASK006296,PROJ00090,EMP0250,Material Procurement,12-08-2024,14-01-2025,completed,56
TASK006297,PROJ02668,EMP0236,Installation,19-04-2024,19-11-2025,completed,65
TASK006298,PROJ00494,EMP0116,Site Visit,17-02-2024,12-06-2025,Delayed,73
TASK006299,PROJ01008,EMP0078,Material Procurement,27-01-2024,28-02-2025,Delayed,28
TASK006300,PROJ02687,EMP0057,Material Procurement,16-11-2024,12-05-2025,Completed,91
TASK006301,PROJ01343,EMP0146,Handover,07-09-2024,08-01-2025,Pending,17
TASK006302,PROJ00431,EMP0107,Material Procurement,12-03-2024,28-02-2025,In Progress,0
TASK006303,PROJ00650,EMP0274,Design Approval,17-02-2024,07-11-2025,Delayed,37
TASK006304,PROJ00009,EMP0090,Design Approval,04-02-2024,15-07-2025,In Progress,4
TASK006305,PROJ00752,EMP0171,Installation,21-05-2024,15-02-2025,completed,63
TASK006306,PROJ00523,EMP0165,Design Approval,26-09-2024,,Completed,15
TASK006307,PROJ01892,EMP0155,Site Visit,13-06-2024,16-01-2025,Completed,61
TASK006308,PROJ02158,EMP0046,Quality Check,03-06-2024,10-07-2025,Completed,52
TASK006309,PROJ01778,EMP0221,Handover,17-09-2024,06-04-2025,Delayed,97
TASK006310,PROJ01752,EMP0064,Installation,26-08-2024,20-05-2025,Pending,60
TASK006311,PROJ02374,EMP0263,Site Visit,04-05-2024,04-11-2025,Completed,73
TASK006312,PROJ01332,EMP0299,Installation,25-09-2024,09-02-2025,Delayed,93
TASK006313,PROJ00532,EMP0123,Material Procurement,02-12-2024,17-11-2025,In Progress,36
TASK006314,PROJ01602,EMP0108,Site Visit,23-02-2024,16-02-2025,In Progress,94
TASK006315,PROJ04866,EMP0190,Installation,12-03-2024,25-03-2025,Delayed,66
TASK006316,PROJ01476,EMP0012,Quality Check,20-06-2024,07-07-2025,Completed,14
TASK006317,PROJ03906,EMP0152,Quality Check,07-09-2024,,completed,68
TASK006318,PROJ02104,EMP0121,Design Approval,20-09-2024,,Delayed,36
TASK006319,PROJ01522,EMP0147,Installation,11-10-2024,12-11-2025,Pending,80
TASK006320,PROJ00593,EMP0082,Installation,01-08-2024,12-08-2025,Delayed,36
TASK006321,PROJ00750,EMP0101,Site Visit,01-02-2024,06-10-2025,completed,68
TASK006322,PROJ04752,EMP0087,Quality Check,25-09-2024,,Pending,8
TASK006323,PROJ02341,EMP0113,Quality Check,26-09-2024,06-02-2025,In Progress,50
TASK006324,PROJ01407,EMP0027,Design Approval,18-08-2024,,Completed,21
TASK006325,PROJ03914,EMP0212,Site Visit,12-06-2024,14-03-2025,Pending,95
TASK006326,PROJ01022,EMP0294,Design Approval,08-09-2024,12-05-2025,Pending,43
TASK006327,PROJ02373,EMP0160,Material Procurement,13-01-2024,12-11-2025,completed,58
TASK006328,PROJ04688,EMP0043,Material Procurement,07-02-2024,11-10-2025,In Progress,5
TASK006329,PROJ02941,EMP0001,Site Visit,20-09-2024,12-12-2025,Completed,30
TASK006330,PROJ01291,EMP0236,Material Procurement,20-01-2024,,In Progress,51
TASK006331,PROJ03656,EMP0044,Handover,23-09-2024,07-06-2025,Completed,91
TASK006332,PROJ04774,EMP0284,Installation,13-04-2024,06-05-2025,Pending,26
TASK006333,PROJ04288,EMP0201,Handover,24-08-2024,27-04-2025,completed,63
TASK006334,PROJ01740,EMP0190,Design Approval,04-09-2024,24-04-2025,completed,32
TASK006335,PROJ02305,EMP0141,Handover,25-08-2024,,In Progress,9
TASK006336,PROJ03237,EMP0294,Handover,03-02-2024,19-07-2025,Completed,19
TASK006337,PROJ04419,EMP0275,Quality Check,23-04-2024,16-03-2025,Pending,32
TASK006338,PROJ03905,EMP0257,Site Visit,17-01-2024,,In Progress,68
TASK006339,PROJ02787,EMP0193,Design Approval,16-12-2024,,In Progress,52
TASK006340,PROJ01643,EMP0271,Handover,23-04-2024,23-07-2025,Completed,64
TASK006341,PROJ00729,EMP0211,Design Approval,15-09-2024,,Delayed,19
TASK006342,PROJ04048,EMP0010,Handover,07-05-2024,,Completed,11
TASK006343,PROJ00719,EMP0091,Site Visit,07-06-2024,21-12-2025,Pending,95
TASK006344,PROJ00857,EMP0296,Quality Check,13-07-2024,01-12-2025,Delayed,5
TASK006345,PROJ04850,EMP0079,Handover,19-10-2024,27-12-2025,Completed,81
TASK006346,PROJ01313,EMP0159,Quality Check,19-08-2024,15-10-2025,Pending,26
TASK006347,PROJ00454,EMP0253,Site Visit,17-06-2024,25-08-2025,completed,2
TASK006348,PROJ04500,EMP0221,Design Approval,27-05-2024,27-12-2025,completed,65
TASK006349,PROJ01401,EMP0087,Design Approval,10-08-2024,17-08-2025,Pending,62
TASK006350,PROJ01249,EMP0068,Site Visit,27-06-2024,27-09-2025,In Progress,59
TASK006351,PROJ04254,EMP0095,Handover,22-12-2024,14-01-2025,Delayed,92
TASK006352,PROJ03004,EMP0183,Handover,27-09-2024,10-01-2025,In Progress,32
TASK006353,PROJ01249,EMP0188,Site Visit,09-01-2024,,Completed,4
TASK006354,PROJ03058,EMP0189,Quality Check,16-07-2024,01-06-2025,In Progress,42
TASK006355,PROJ02045,EMP0050,Quality Check,26-02-2024,25-10-2025,completed,29
TASK006356,PROJ04582,EMP0043,Handover,10-12-2024,,completed,15
TASK006357,PROJ00106,EMP0162,Installation,25-11-2024,23-06-2025,Completed,97
TASK006358,PROJ03157,EMP0293,Quality Check,14-04-2024,07-05-2025,In Progress,10
TASK006359,PROJ01637,EMP0200,Site Visit,15-09-2024,08-04-2025,In Progress,76
TASK006360,PROJ02653,EMP0151,Design Approval,22-02-2024,09-04-2025,Pending,28
TASK006361,PROJ03406,EMP0187,Handover,14-07-2024,10-10-2025,Pending,75
TASK006362,PROJ01163,EMP0050,Material Procurement,16-11-2024,27-05-2025,In Progress,96
TASK006363,PROJ01299,EMP0228,Quality Check,17-06-2024,09-08-2025,Pending,72
TASK006364,PROJ03457,EMP0067,Material Procurement,26-05-2024,01-11-2025,Delayed,8
TASK006365,PROJ01451,EMP0264,Material Procurement,06-01-2024,,Pending,14
TASK006366,PROJ01173,EMP0157,Quality Check,04-11-2024,18-09-2025,Completed,80
TASK006367,PROJ04907,EMP0213,Quality Check,24-02-2024,23-07-2025,Pending,50
TASK006368,PROJ03051,EMP0084,Design Approval,16-12-2024,,completed,45
TASK006369,PROJ02419,EMP0119,Quality Check,07-07-2024,10-10-2025,Completed,88
TASK006370,PROJ00121,EMP0178,Material Procurement,01-09-2024,19-11-2025,Pending,78
TASK006371,PROJ03406,EMP0287,Quality Check,14-03-2024,10-10-2025,Completed,19
TASK006372,PROJ01524,EMP0165,Installation,24-01-2024,20-10-2025,Completed,84
TASK006373,PROJ02273,EMP0195,Design Approval,14-08-2024,,Pending,12
TASK006374,PROJ01268,EMP0069,Material Procurement,26-06-2024,,Pending,73
TASK006375,PROJ01037,EMP0250,Installation,28-10-2024,03-03-2025,Delayed,56
TASK006376,PROJ01993,EMP0003,Quality Check,13-04-2024,07-04-2025,In Progress,45
TASK006377,PROJ01544,EMP0067,Site Visit,18-11-2024,26-07-2025,Pending,40
TASK006378,PROJ02560,EMP0072,Installation,06-02-2024,02-06-2025,In Progress,72
TASK006379,PROJ04787,EMP0050,Quality Check,01-05-2024,06-11-2025,In Progress,58
TASK006380,PROJ04257,EMP0049,Quality Check,08-12-2024,17-02-2025,Delayed,0
TASK006381,PROJ00131,EMP0061,Site Visit,08-04-2024,15-05-2025,In Progress,75
TASK006382,PROJ02775,EMP0051,Site Visit,02-12-2024,04-07-2025,Pending,24
TASK006383,PROJ00971,EMP0244,Installation,01-09-2024,10-02-2025,completed,9
TASK006384,PROJ00878,EMP0060,Design Approval,22-05-2024,23-10-2025,completed,36
TASK006385,PROJ01175,EMP0286,Design Approval,15-05-2024,10-09-2025,Delayed,42
TASK006386,PROJ02715,EMP0263,Site Visit,22-07-2024,09-01-2025,Completed,30
TASK006387,PROJ04057,EMP0019,Quality Check,14-05-2024,19-04-2025,Pending,39
TASK006388,PROJ04796,EMP0121,Installation,17-10-2024,02-04-2025,Delayed,66
TASK006389,PROJ03585,EMP0148,Installation,14-06-2024,28-08-2025,In Progress,87
TASK006390,PROJ03418,EMP0063,Handover,02-11-2024,19-10-2025,In Progress,81
TASK006391,PROJ01180,EMP0256,Material Procurement,01-10-2024,08-08-2025,Completed,66
TASK006392,PROJ04062,EMP0075,Material Procurement,19-04-2024,26-06-2025,Delayed,92
TASK006393,PROJ02060,EMP0017,Handover,02-03-2024,18-07-2025,completed,97
TASK006394,PROJ04458,EMP0113,Material Procurement,18-05-2024,20-10-2025,completed,6
TASK006395,PROJ00423,EMP0066,Installation,24-01-2024,26-02-2025,Pending,89
TASK006396,PROJ04676,EMP0145,Quality Check,01-02-2024,,Delayed,48
TASK006397,PROJ00907,EMP0257,Design Approval,22-04-2024,14-02-2025,Completed,27
TASK006398,PROJ01742,EMP0107,Quality Check,13-08-2024,13-03-2025,completed,79
TASK006399,PROJ02773,EMP0136,Site Visit,15-07-2024,24-09-2025,completed,66
TASK006400,PROJ03473,EMP0129,Site Visit,02-05-2024,18-06-2025,In Progress,15
TASK006401,PROJ01755,EMP0205,Site Visit,20-01-2024,,Delayed,93
TASK006402,PROJ03892,EMP0291,Handover,05-11-2024,20-01-2025,Completed,29
TASK006403,PROJ04441,EMP0180,Design Approval,21-04-2024,17-09-2025,In Progress,74
TASK006404,PROJ03857,EMP0251,Installation,08-12-2024,25-08-2025,Completed,56
TASK006405,PROJ03980,EMP0128,Handover,12-11-2024,,Completed,50
TASK006406,PROJ02945,EMP0276,Material Procurement,14-11-2024,04-09-2025,Completed,62
TASK006407,PROJ01897,EMP0297,Installation,12-01-2024,,completed,82
TASK006408,PROJ00195,EMP0055,Quality Check,21-02-2024,28-11-2025,In Progress,4
TASK006409,PROJ03711,EMP0112,Handover,07-03-2024,05-05-2025,Pending,76
TASK006410,PROJ02732,EMP0235,Handover,07-04-2024,,Delayed,16
TASK006411,PROJ02643,EMP0174,Quality Check,17-10-2024,12-05-2025,completed,67
TASK006412,PROJ02264,EMP0179,Design Approval,13-03-2024,25-06-2025,Pending,35
TASK006413,PROJ02052,EMP0031,Quality Check,26-09-2024,,Pending,57
TASK006414,PROJ01571,EMP0279,Handover,03-11-2024,21-02-2025,Completed,66
TASK006415,PROJ03004,EMP0101,Material Procurement,18-12-2024,21-06-2025,In Progress,56
TASK006416,PROJ01700,EMP0270,Installation,28-04-2024,28-11-2025,Completed,97
TASK006417,PROJ02697,EMP0293,Site Visit,17-12-2024,15-10-2025,In Progress,6
TASK006418,PROJ04613,EMP0200,Site Visit,15-05-2024,18-05-2025,Pending,94
TASK006419,PROJ03940,EMP0026,Handover,16-08-2024,23-02-2025,completed,60
TASK006420,PROJ00006,EMP0239,Site Visit,16-06-2024,05-09-2025,Completed,23
TASK006421,PROJ02455,EMP0105,Installation,18-11-2024,26-03-2025,Completed,46
TASK006422,PROJ03923,EMP0246,Installation,27-06-2024,13-03-2025,Completed,15
TASK006423,PROJ02989,EMP0126,Design Approval,26-10-2024,,Delayed,69
TASK006424,PROJ01746,EMP0174,Installation,06-06-2024,23-04-2025,Pending,83
TASK006425,PROJ04755,EMP0152,Material Procurement,13-01-2024,28-08-2025,Delayed,6
TASK006426,PROJ02204,EMP0264,Site Visit,07-07-2024,06-04-2025,In Progress,32
TASK006427,PROJ04219,EMP0105,Installation,01-10-2024,13-03-2025,In Progress,77
TASK006428,PROJ04968,EMP0073,Quality Check,10-04-2024,16-10-2025,Completed,67
TASK006429,PROJ03973,EMP0048,Installation,26-11-2024,05-04-2025,In Progress,62
TASK006430,PROJ02904,EMP0171,Installation,22-04-2024,15-12-2025,Completed,95
TASK006431,PROJ00556,EMP0269,Quality Check,17-04-2024,23-07-2025,In Progress,43
TASK006432,PROJ03154,EMP0272,Site Visit,18-10-2024,09-08-2025,In Progress,48
TASK006433,PROJ04720,EMP0012,Installation,26-10-2024,01-05-2025,Completed,83
TASK006434,PROJ03237,EMP0242,Quality Check,21-10-2024,18-08-2025,Pending,66
TASK006435,PROJ04285,EMP0290,Material Procurement,13-12-2024,,Pending,86
TASK006436,PROJ04569,EMP0118,Handover,16-02-2024,10-12-2025,Completed,18
