project_id,customer_id,designer_id,city_id,project_type,start_date,completion_date,project_status,project_budget
PROJ01324,CUS001363,DES021,C159,Kitchen,2024-04-08,2025-06-15,completed,2023537
PROJ01325,CUS002399,DES013,C173,2BHK,2024-01-18,2025-11-24,Completed,3666236
PROJ01326,CUS002043,DES138,C157,2BHK,2024-05-02,2025-04-27,Installation,2247280
PROJ01327,CUS004245,DES149,C110,Office,2024-07-23,2025-11-17,Completed,3237958
PROJ01328,CUS000591,DES133,C146,Kitchen,2024-11-05,2025-11-27,Completed,4282743
PROJ01329,CUS003975,DES024,C244,Kitchen,2024-12-07,2025-01-17,Design Phase,723156
PROJ01330,CUS004183,DES111,C162,Villa,2024-02-05,2025-08-04,Delayed,3426362
PROJ01331,CUS002747,DES011,C205,2BHK,2024-10-21,2025-07-23,Delayed,1103208
PROJ01332,CUS001589,DES047,C054,Villa,2024-12-07,2025-02-25,Installation,1156728
PROJ01333,CUS000868,DES036,C236,2BHK,2024-06-26,2025-03-18,Installation,342551
PROJ01334,CUS000202,DES040,C134,2BHK,2024-12-10,2025-05-20,Installation,1147693
PROJ01335,CUS003062,DES022,C053,2BHK,2024-10-25,2025-05-08,Installation,3982372
PROJ01336,CUS003901,DES132,C056,2BHK,2024-05-12,2025-12-27,Completed,2332292
PROJ01337,CUS001803,DES091,C093,3BHK,2024-08-15,2025-10-16,Planning,1610886
PROJ01338,CUS003225,DES017,C061,2BHK,2024-04-22,2025-08-01,Delayed,1054701
PROJ01339,CUS003279,DES141,C175,Kitchen,2024-06-21,2025-06-15,Design Phase,689787
PROJ01340,CUS000842,DES008,C132,Office,2024-10-06,2025-07-05,Planning,4852535
PROJ01341,CUS003896,DES133,C180,3BHK,2024-04-23,2025-02-22,Installation,1204388
PROJ01342,CUS004129,DES042,C096,Office,2024-12-15,,Delayed,780485
PROJ01343,CUS004511,DES096,C033,Villa,2024-09-09,2025-03-25,Completed,655839
PROJ01344,CUS001349,DES114,C096,Kitchen,2024-10-20,2025-05-20,Design Phase,4866776
PROJ01345,CUS002609,DES104,C113,Office,2024-01-12,,Installation,3100549
PROJ01346,CUS002631,DES061,C100,Office,2024-08-07,2025-07-09,Installation,3000309
PROJ01347,CUS002893,DES075,C171,Office,2024-06-28,2025-06-06,Completed,207494
PROJ01348,CUS003212,DES037,C239,Kitchen,2024-01-23,2025-11-26,Completed,2026989
PROJ01349,CUS003589,DES073,C199,Kitchen,2024-06-12,,Design Phase,2813381
PROJ01350,CUS000369,DES072,C134,Villa,07/10/2024,2025-04-03,Installation,286143
PROJ01351,CUS000688,DES092,C038,Office,2024-06-17,,Design Phase,4027800
PROJ01352,CUS003477,DES114,C195,Office,2024-05-17,2025-07-17,Delayed,351955
PROJ01353,CUS002874,DES077,C066,3BHK,2024-05-06,2025-09-26,Design Phase,3807988
PROJ01354,CUS004443,DES146,C052,3BHK,2024-09-01,2025-04-16,Planning,1510856
PROJ01355,CUS000762,DES143,C038,Office,2024-09-24,2025-12-09,Planning,3568161
PROJ01356,CUS004006,DES029,C148,2BHK,2024-08-24,2025-01-12,Planning,2318564
PROJ01357,CUS004749,DES059,C035,Office,2024-07-04,,completed,3110042
PROJ01358,CUS003792,DES037,C057,Villa,2024-08-03,,completed,2392416
PROJ01359,CUS001544,DES102,C161,2BHK,2024-10-19,2025-12-13,completed,1996018
PROJ01360,CUS000100,DES069,C011,2BHK,2024-12-03,2025-07-04,Design Phase,3667513
PROJ01361,CUS000421,DES002,C044,Office,2024-04-01,2025-06-16,Installation,4504094
PROJ01362,CUS003854,DES049,C099,2BHK,2024-08-27,,Delayed,2497982
PROJ01363,CUS002748,DES077,C114,2BHK,2024-01-26,2025-07-05,Delayed,1446341
PROJ01364,CUS000279,DES055,C136,2BHK,2024-05-04,2025-11-21,Planning,3888811
PROJ01365,CUS004765,DES140,C155,Kitchen,2024-10-02,,completed,2062499
PROJ01366,CUS004905,DES140,C133,3BHK,2024-12-12,2025-02-02,Delayed,4594616
PROJ01367,CUS002745,DES138,C211,Office,2024-06-16,,completed,611334
PROJ01368,CUS004378,DES117,C086,Kitchen,2024-11-04,2025-10-13,Completed,2207026
PROJ01369,CUS001452,DES059,C133,Office,2024-04-20,2025-11-05,Design Phase,3674621
PROJ01370,CUS001826,DES074,C071,3BHK,2024-02-20,2025-07-17,Completed,4908512
PROJ01371,CUS003267,DES097,C005,Office,2024-03-28,2025-10-12,Design Phase,1356457
PROJ01372,CUS001195,DES086,C092,Office,2024-09-28,2025-09-01,Planning,461209
PROJ01373,CUS003427,DES054,C119,Kitchen,2024-04-27,2025-06-23,completed,3928920
PROJ01374,CUS004447,DES150,C157,Villa,2024-05-11,2025-10-13,Design Phase,3263766
PROJ01375,CUS004140,DES026,C047,2BHK,2024-04-25,2025-01-07,Completed,2666576
PROJ01376,CUS004124,DES100,C144,Villa,2024-06-27,2025-09-09,completed,1894098
PROJ01377,CUS002578,DES060,C102,2BHK,2024-10-01,,Planning,2101670
PROJ01378,CUS003906,DES015,C203,Office,2024-05-28,2025-02-27,Completed,955706
PROJ01379,CUS001051,DES127,C095,2BHK,2024-05-05,2025-02-01,Completed,2632355
PROJ01380,CUS002742,DES037,C095,Villa,22/07/2024,,Completed,2965332
PROJ01381,CUS001289,DES098,C118,2BHK,2024-01-06,2025-12-08,completed,2013622
PROJ01382,CUS001580,DES138,C181,Kitchen,2024-07-27,2025-12-28,Installation,3585814
PROJ01383,CUS001851,DES131,C165,Office,2024-07-02,2025-05-27,Completed,577033
PROJ01384,CUS003019,DES024,C089,2BHK,2024-06-26,2025-06-07,completed,3053944
PROJ01385,CUS002527,DES093,C064,2BHK,2024-07-03,2025-12-20,Planning,4410067
PROJ01386,CUS003276,DES109,C159,Office,2024-09-07,2025-05-28,Completed,1851159
PROJ01387,CUS003671,DES061,C089,Kitchen,2024-09-17,2025-11-24,Delayed,4320963
PROJ01388,CUS003134,DES048,C155,2BHK,2024-08-11,2025-06-17,completed,2597496
PROJ01389,CUS000116,DES067,C091,3BHK,2024-10-22,2025-04-27,completed,4400732
PROJ01390,CUS004970,DES112,C074,Kitchen,2024-09-11,2025-03-16,Installation,934732
PROJ01391,CUS000345,DES042,C051,2BHK,2024-06-25,2025-11-12,Installation,479210
PROJ01392,CUS004770,DES024,C199,Kitchen,2024-03-15,2025-11-15,Design Phase,4768747
PROJ01393,CUS000044,DES068,C228,Office,2024-01-04,2025-05-25,Installation,2023922
PROJ01394,CUS001539,DES037,C034,3BHK,2024-09-16,2025-02-06,Installation,4282766
PROJ01395,CUS004916,DES128,C052,3BHK,2024-06-04,2025-01-28,Design Phase,764164
PROJ01396,CUS004094,DES031,C092,2BHK,2024-05-04,2025-02-10,Delayed,2394512
PROJ01397,CUS002956,DES090,C075,Kitchen,2024-03-28,2025-11-16,Delayed,4228459
PROJ01398,CUS001354,DES006,C108,3BHK,2024-05-05,2025-04-25,Completed,4939848
PROJ01399,CUS004841,DES138,C024,3BHK,2024-02-06,2025-02-04,Delayed,747042
PROJ01400,CUS003867,DES119,C044,Kitchen,2024-10-05,2025-12-11,Design Phase,1660887
PROJ01401,CUS001149,DES136,C065,Office,2024-06-01,2025-06-20,Delayed,2176792
PROJ01402,CUS001547,DES079,C174,Office,2024-11-06,2025-08-10,completed,4717739
PROJ01403,CUS002839,DES125,C153,Villa,2024-06-03,2025-03-06,Completed,2564208
PROJ01404,CUS004017,DES024,C115,2BHK,2024-08-25,2025-01-22,Installation,3975213
PROJ01405,CUS001103,DES048,C240,2BHK,2024-10-24,2025-08-01,Design Phase,4485330
PROJ01406,CUS003318,DES019,C224,Kitchen,2024-03-11,2025-10-11,Design Phase,3602316
PROJ01407,CUS000267,DES125,C203,Office,2024-01-12,2025-03-28,Planning,2242462
PROJ01408,CUS004971,DES078,C055,Villa,2024-03-26,2025-05-10,completed,1076503
PROJ01409,CUS004531,DES139,C067,3BHK,2024-10-21,2025-06-03,completed,1591995
PROJ01410,CUS003314,DES006,C008,2BHK,07/11/2024,2025-05-19,Design Phase,4061935
PROJ01411,CUS004101,DES106,C157,Villa,2024-08-23,2025-10-20,Installation,3004388
PROJ01412,CUS001017,DES132,C181,2BHK,2024-10-26,2025-08-06,Design Phase,3393215
PROJ01413,CUS003705,DES023,C234,Villa,2024-09-19,,Completed,3126970
PROJ01414,CUS000181,DES042,C046,3BHK,2024-10-24,2025-03-27,Delayed,3346476
PROJ01415,CUS002120,DES059,C212,Kitchen,2024-11-05,2025-12-20,completed,3790176
PROJ01416,CUS003632,DES010,C122,Villa,2024-04-01,2025-02-15,Completed,4518845
PROJ01417,CUS004530,DES108,C027,Villa,2024-06-13,2025-11-07,Delayed,2091424
PROJ01418,CUS002396,DES049,C247,Kitchen,2024-09-02,2025-01-02,Design Phase,4656979
PROJ01419,CUS003419,DES082,C054,Office,2024-09-01,2025-12-27,Design Phase,3020611
PROJ01420,CUS003021,DES118,C039,Kitchen,2024-01-08,,Completed,1755364
PROJ01421,CUS003538,DES085,C174,3BHK,2024-01-08,2025-03-25,completed,487579
PROJ01422,CUS000378,DES107,C167,Office,2024-01-22,2025-08-23,Design Phase,1602808
PROJ01423,CUS002211,DES126,C123,2BHK,2024-01-02,,Design Phase,1229345
PROJ01424,CUS000904,DES034,C218,2BHK,2024-01-16,2025-04-22,Design Phase,2754001
PROJ01425,CUS004841,DES012,C020,Villa,2024-10-02,2025-01-13,completed,3227173
PROJ01426,CUS000450,DES107,C086,3BHK,2024-06-03,2025-04-19,Delayed,1416907
PROJ01427,CUS000353,DES104,C054,Villa,2024-06-05,2025-11-16,Delayed,3377554
PROJ01428,CUS000788,DES124,C151,Villa,2024-03-06,2025-02-21,Completed,4251439
PROJ01429,CUS004781,DES009,C085,3BHK,2024-08-01,2025-02-02,completed,2333705
PROJ01430,CUS001668,DES089,C063,2BHK,2024-09-04,2025-01-12,Delayed,219763
PROJ01431,CUS001900,DES137,C069,2BHK,2024-04-17,2025-02-06,completed,4798960
PROJ01432,CUS000400,DES119,C190,Villa,2024-06-15,2025-05-15,Completed,1193380
PROJ01433,CUS002566,DES011,C198,2BHK,2024-12-03,,completed,2481346
PROJ01434,CUS004359,DES035,C234,2BHK,2024-06-07,2025-08-07,Delayed,1160398
PROJ01435,CUS004890,DES120,C208,2BHK,2024-03-20,2025-04-15,Installation,3222017
PROJ01436,CUS002261,DES030,C197,2BHK,2024-05-27,2025-10-01,Completed,791396
PROJ01437,CUS004304,DES057,C096,Villa,2024-01-21,2025-01-23,Completed,4395058
PROJ01438,CUS001563,DES026,C157,Office,2024-03-23,2025-05-27,Delayed,4220815
PROJ01439,CUS002628,DES004,C099,Kitchen,2024-07-05,,completed,1185283
PROJ01440,CUS001451,DES110,C022,3BHK,05/08/2024,2025-09-04,completed,1251798
PROJ01441,CUS001405,DES006,C131,Villa,2024-06-08,2025-06-12,Completed,2034325
PROJ01442,CUS004133,DES066,C006,Villa,2024-04-20,2025-09-23,completed,1486247
PROJ01443,CUS002187,DES029,C184,3BHK,2024-01-27,2025-02-13,Design Phase,3468335
PROJ01444,CUS000417,DES011,C054,Villa,2024-09-04,2025-09-11,Completed,3282060
PROJ01445,CUS003411,DES132,C076,2BHK,2024-03-18,2025-12-11,Design Phase,535698
PROJ01446,CUS002677,DES003,C113,Kitchen,2024-03-28,2025-09-11,Delayed,2394239
PROJ01447,CUS001266,DES146,C234,Office,2024-12-22,2025-07-04,Installation,797779
PROJ01448,CUS003045,DES125,C051,3BHK,2024-01-22,2025-10-17,Design Phase,728829
PROJ01449,CUS001138,DES111,C110,2BHK,2024-08-11,2025-11-19,Completed,2645737
PROJ01450,CUS002221,DES110,C135,2BHK,2024-03-07,2025-07-18,Completed,2311401
PROJ01451,CUS003134,DES054,C140,Villa,2024-10-08,2025-02-04,Planning,2463444
PROJ01452,CUS003792,DES095,C178,2BHK,2024-07-14,2025-01-19,Delayed,1942386
PROJ01453,CUS003155,DES076,C091,3BHK,2024-10-12,,Design Phase,926037
PROJ01454,CUS003781,DES150,C218,2BHK,2024-05-01,2025-12-18,Completed,1683044
PROJ01455,CUS003226,DES020,C123,3BHK,2024-02-25,2025-03-04,Design Phase,1521132
PROJ01456,CUS002298,DES023,C212,2BHK,2024-11-18,2025-04-09,Design Phase,3377319
PROJ01457,CUS000569,DES129,C008,Office,2024-12-18,2025-01-16,Planning,659620
PROJ01458,CUS000310,DES019,C086,Kitchen,2024-11-22,2025-04-22,Design Phase,1595056
PROJ01459,CUS002550,DES082,C219,Villa,2024-12-25,2025-11-11,Delayed,2304267
PROJ01460,CUS002211,DES092,C201,2BHK,2024-10-08,2025-01-27,completed,1092287
PROJ01461,CUS004914,DES110,C020,Villa,2024-03-11,2025-05-22,Planning,4158284
PROJ01462,CUS003284,DES053,C117,Kitchen,2024-11-27,2025-12-03,Completed,3994961
PROJ01463,CUS002961,DES001,C238,3BHK,2024-05-21,2025-11-03,Planning,2848087
PROJ01464,CUS003653,DES107,C233,Office,2024-10-09,2025-11-17,Delayed,2703910
PROJ01465,CUS004654,DES129,C231,2BHK,2024-02-09,2025-02-15,Delayed,3769334
PROJ01466,CUS003848,DES013,C154,2BHK,2024-08-21,2025-05-28,Delayed,3487213
PROJ01467,CUS001845,DES145,C187,Villa,2024-06-09,2025-06-09,Design Phase,1894230
PROJ01468,CUS001916,DES012,C020,3BHK,2024-12-13,2025-05-17,Installation,2007936
PROJ01469,CUS004888,DES032,C157,Office,2024-02-12,2025-04-26,Delayed,3032539
PROJ01470,CUS000156,DES139,C196,Villa,23/02/2024,2025-09-03,Planning,754417
PROJ01471,CUS003470,DES140,C089,Office,2024-07-04,2025-07-03,completed,2819759
PROJ01472,CUS004124,DES142,C116,3BHK,2024-08-03,,Planning,2743647
PROJ01473,CUS003114,DES021,C033,Office,2024-06-10,2025-07-10,Installation,411694
PROJ01474,CUS002258,DES027,C032,3BHK,2024-01-10,2025-02-27,Design Phase,1750605
PROJ01475,CUS002532,DES129,C212,3BHK,2024-09-13,2025-12-02,Installation,4200041
PROJ01476,CUS000191,DES123,C041,Villa,2024-11-12,2025-12-23,Planning,553736
PROJ01477,CUS000265,DES049,C130,Villa,2024-05-09,,Delayed,2402484
PROJ01478,CUS002351,DES122,C169,Kitchen,2024-01-04,2025-04-27,Design Phase,2648831
PROJ01479,CUS000459,DES064,C046,Villa,2024-03-01,2025-10-01,completed,1085526
PROJ01480,CUS001387,DES054,C173,Kitchen,2024-08-16,2025-11-24,Completed,3210922
PROJ01481,CUS004061,DES140,C181,Office,2024-11-22,,Installation,1579955
PROJ01482,CUS004862,DES102,C132,Office,2024-10-01,2025-05-26,Delayed,3431135
PROJ01483,CUS000300,DES143,C040,2BHK,2024-08-04,,Completed,2077758
PROJ01484,CUS003028,DES067,C017,Office,2024-10-24,2025-03-26,Completed,1800913
PROJ01485,CUS001714,DES117,C177,Villa,2024-09-24,2025-07-17,Completed,4124702
PROJ01486,CUS000173,DES013,C180,Kitchen,2024-10-18,2025-07-08,Completed,3038532
PROJ01487,CUS004672,DES014,C109,Kitchen,2024-09-02,2025-07-06,Planning,1340845
PROJ01488,CUS004964,DES043,C234,Kitchen,2024-12-13,2025-05-03,Completed,3060114
PROJ01489,CUS002020,DES029,C056,Office,2024-10-09,2025-08-04,Planning,1205552
PROJ01490,CUS000561,DES138,C023,2BHK,2024-09-24,2025-09-04,Delayed,1920206
PROJ01491,CUS000889,DES032,C226,Office,2024-04-19,2025-12-10,Design Phase,2397223
PROJ01492,CUS002416,DES014,C161,2BHK,2024-03-10,2025-05-27,completed,3608739
PROJ01493,CUS000895,DES103,C143,Kitchen,2024-10-08,2025-12-21,Planning,1498815
PROJ01494,CUS002578,DES006,C017,Office,2024-08-10,,Installation,4046596
PROJ01495,CUS004492,DES083,C003,3BHK,2024-10-11,2025-11-10,Delayed,3810586
PROJ01496,CUS000036,DES067,C108,2BHK,2024-06-08,2025-09-11,Delayed,2004191
PROJ01497,CUS003225,DES039,C075,Villa,2024-07-08,2025-11-02,Design Phase,2664548
PROJ01498,CUS004026,DES005,C200,3BHK,2024-10-24,2025-06-02,Design Phase,4757734
PROJ01499,CUS002173,DES012,C028,2BHK,2024-04-07,,completed,4193902
PROJ01500,CUS002464,DES086,C089,Kitchen,04/12/2024,2025-02-28,Design Phase,1398872
PROJ01501,CUS003712,DES043,C055,Kitchen,2024-02-25,2025-04-09,Installation,4150460
PROJ01502,CUS004068,DES144,C120,Villa,2024-04-05,2025-11-07,completed,3708943
PROJ01503,CUS004592,DES057,C081,3BHK,2024-01-25,2025-07-12,Design Phase,3326354
PROJ01504,CUS002680,DES103,C124,2BHK,2024-01-01,2025-05-08,Installation,593817
PROJ01505,CUS002770,DES122,C010,Villa,2024-05-02,,Planning,3463058
PROJ01506,CUS003724,DES018,C094,3BHK,2024-02-15,2025-04-14,completed,3580290
PROJ01507,CUS002681,DES105,C037,Villa,2024-02-05,2025-08-27,Delayed,1366388
PROJ01508,CUS002945,DES044,C016,Kitchen,2024-06-08,2025-09-05,Design Phase,4081088
PROJ01509,CUS000264,DES137,C125,Villa,2024-04-04,2025-01-08,Installation,3760300
PROJ01510,CUS002254,DES132,C171,Kitchen,2024-12-08,2025-08-01,Delayed,2307206
PROJ01511,CUS000694,DES117,C132,2BHK,2024-06-15,2025-09-17,Delayed,1793926
PROJ01512,CUS003828,DES107,C084,Kitchen,2024-11-26,2025-09-21,Design Phase,618865
PROJ01513,CUS002334,DES060,C173,Office,2024-06-23,2025-11-23,Planning,4627217
PROJ01514,CUS003245,DES096,C081,Kitchen,2024-11-07,2025-02-06,Installation,1836955
PROJ01515,CUS000532,DES126,C048,Kitchen,2024-09-11,2025-10-03,Completed,4830780
PROJ01516,CUS004155,DES128,C180,3BHK,2024-01-19,2025-03-17,completed,2390846
PROJ01517,CUS004805,DES108,C238,3BHK,2024-03-05,2025-03-23,Completed,3226710
PROJ01518,CUS004863,DES044,C102,Villa,2024-08-18,2025-06-06,completed,1655488
PROJ01519,CUS003126,DES078,C143,2BHK,2024-01-03,2025-06-03,Design Phase,3297728
PROJ01520,CUS003088,DES022,C246,2BHK,2024-06-05,2025-08-24,Design Phase,3749753
PROJ01521,CUS000015,DES038,C169,3BHK,2024-10-16,2025-12-15,completed,764557
PROJ01522,CUS003679,DES124,C158,2BHK,2024-10-14,2025-04-09,Planning,4914403
PROJ01523,CUS000144,DES013,C220,3BHK,2024-07-24,,completed,4476110
PROJ01524,CUS004219,DES058,C047,Villa,2024-11-21,2025-11-20,Completed,4486031
PROJ01525,CUS000448,DES077,C179,Kitchen,2024-06-06,2025-12-14,completed,1151807
PROJ01526,CUS004164,DES044,C120,Office,2024-12-20,2025-07-15,Installation,3377997
PROJ01527,CUS003495,DES091,C124,Kitchen,2024-04-05,2025-02-25,Delayed,3377195
PROJ01528,CUS004336,DES052,C181,Kitchen,2024-03-12,2025-05-02,Delayed,3456293
PROJ01529,CUS004013,DES047,C062,Kitchen,2024-10-06,2025-09-02,Installation,4388957
PROJ01530,CUS004515,DES051,C019,3BHK,11/10/2024,2025-06-14,Design Phase,1769696
PROJ01531,CUS003481,DES145,C153,Kitchen,2024-09-28,2025-05-14,Planning,1138748
PROJ01532,CUS003360,DES112,C143,Office,2024-10-23,2025-01-18,Design Phase,4803876
PROJ01533,CUS004437,DES136,C012,3BHK,2024-12-05,2025-05-25,Installation,4308085
PROJ01534,CUS001440,DES026,C024,Kitchen,2024-02-17,2025-07-11,Delayed,2501919
PROJ01535,CUS001785,DES050,C239,3BHK,2024-03-05,2025-06-08,completed,4830145
PROJ01536,CUS000642,DES149,C186,3BHK,2024-08-18,,completed,1804928
PROJ01537,CUS001374,DES019,C120,2BHK,2024-07-10,2025-09-01,Planning,1655428
PROJ01538,CUS001631,DES143,C220,Kitchen,2024-10-25,2025-10-05,Delayed,4902118
PROJ01539,CUS002292,DES100,C014,3BHK,2024-03-01,2025-11-03,Design Phase,4192032
PROJ01540,CUS004849,DES111,C117,Kitchen,2024-04-04,2025-11-09,completed,2402940
PROJ01541,CUS002945,DES081,C135,Villa,2024-02-20,2025-06-22,Completed,3919765
PROJ01542,CUS003092,DES120,C026,2BHK,2024-01-24,2025-05-08,Delayed,4733032
PROJ01543,CUS001879,DES062,C071,2BHK,2024-05-12,2025-07-15,Design Phase,4601989
PROJ01544,CUS002628,DES121,C235,2BHK,2024-12-25,2025-08-23,completed,2964083
PROJ01545,CUS000910,DES024,C192,2BHK,2024-04-08,2025-01-25,Completed,1937990
PROJ01546,CUS002803,DES146,C065,2BHK,2024-10-21,2025-02-23,Planning,630882
PROJ01547,CUS003669,DES050,C050,Kitchen,2024-04-10,2025-07-18,Design Phase,1951527
PROJ01548,CUS003885,DES002,C061,3BHK,2024-06-23,2025-10-17,Delayed,3109002
PROJ01549,CUS000173,DES070,C216,Kitchen,2024-10-07,,Design Phase,1255075
PROJ01550,CUS000897,DES012,C056,Kitchen,2024-09-20,2025-08-20,Completed,2656185
PROJ01551,CUS002946,DES115,C052,Villa,2024-05-21,2025-11-24,Installation,4064118
PROJ01552,CUS000562,DES084,C220,2BHK,2024-02-20,2025-10-06,Completed,934233
PROJ01553,CUS002758,DES029,C245,2BHK,2024-12-08,2025-07-13,Design Phase,2828544
PROJ01554,CUS002012,DES078,C123,Villa,2024-03-14,2025-12-25,Design Phase,823777
PROJ01555,CUS001584,DES051,C140,Kitchen,2024-09-02,2025-11-03,Design Phase,3939513
PROJ01556,CUS003710,DES037,C063,Office,2024-07-22,2025-01-07,Delayed,488840
PROJ01557,CUS001669,DES050,C149,Kitchen,2024-10-18,2025-07-21,Completed,4835712
PROJ01558,CUS001860,DES136,C188,2BHK,2024-10-22,2025-09-12,Planning,2695210
PROJ01559,CUS001767,DES104,C172,Kitchen,2024-02-11,2025-01-02,completed,3609475
PROJ01560,CUS004770,DES144,C130,3BHK,05/10/2024,2025-02-13,Planning,2145624
PROJ01561,CUS002961,DES069,C151,Villa,2024-12-18,2025-11-15,Design Phase,2845915
PROJ01562,CUS000285,DES031,C036,Kitchen,2024-01-09,2025-03-21,Installation,327754
PROJ01563,CUS003107,DES017,C095,Kitchen,2024-03-09,2025-05-09,Completed,2360880
PROJ01564,CUS004118,DES118,C235,Villa,2024-06-23,2025-12-15,Completed,2116096
PROJ01565,CUS003856,DES024,C064,Office,2024-07-26,2025-11-02,Delayed,297774
PROJ01566,CUS003870,DES026,C205,2BHK,2024-10-01,2025-02-25,Delayed,2200980
PROJ01567,CUS000365,DES069,C113,3BHK,2024-05-10,2025-12-03,Installation,2795858
PROJ01568,CUS004015,DES094,C107,2BHK,2024-05-06,2025-01-05,Completed,3853673
PROJ01569,CUS000580,DES142,C194,3BHK,2024-09-19,2025-09-10,completed,1124953
PROJ01570,CUS000119,DES059,C006,Kitchen,2024-10-04,2025-11-09,Delayed,2329719
PROJ01571,CUS000394,DES137,C113,Kitchen,2024-08-25,2025-07-08,Delayed,642111
PROJ01572,CUS001833,DES041,C179,Kitchen,2024-04-11,2025-07-15,Delayed,1442556
PROJ01573,CUS003399,DES123,C157,Villa,2024-07-21,2025-07-05,Planning,3287965
PROJ01574,CUS000426,DES078,C093,2BHK,2024-11-14,,Completed,3526508
PROJ01575,CUS001803,DES077,C004,2BHK,2024-05-02,,Planning,4361095
PROJ01576,CUS002448,DES004,C030,Villa,2024-10-25,2025-01-17,Installation,3291923
PROJ01577,CUS001319,DES128,C033,Office,2024-11-18,,Installation,2628678
PROJ01578,CUS000892,DES102,C204,2BHK,2024-12-06,2025-10-11,Planning,1434037
PROJ01579,CUS003949,DES011,C216,Office,2024-06-09,2025-03-10,Delayed,3822574
PROJ01580,CUS002552,DES110,C213,Villa,2024-06-27,2025-10-20,Installation,2043359
PROJ01581,CUS002553,DES024,C192,Office,2024-04-15,2025-11-07,Design Phase,3886804
PROJ01582,CUS002919,DES056,C075,2BHK,2024-04-08,2025-09-04,Delayed,4791351
PROJ01583,CUS002615,DES064,C120,2BHK,2024-11-13,2025-06-22,Delayed,2760636
PROJ01584,CUS004870,DES089,C171,Kitchen,2024-02-24,2025-12-15,Design Phase,3147440
PROJ01585,CUS003332,DES016,C063,2BHK,2024-10-28,,Planning,2403814
PROJ01586,CUS004338,DES062,C177,2BHK,2024-05-11,,Installation,4227130
PROJ01587,CUS004653,DES078,C163,2BHK,2024-06-05,2025-02-10,Delayed,2967041
PROJ01588,CUS002869,DES010,C089,Kitchen,2024-06-14,2025-03-03,Design Phase,3999741
PROJ01589,CUS002356,DES122,C150,Villa,2024-05-13,2025-07-08,Design Phase,1971242
PROJ01590,CUS004660,DES112,C234,Villa,27/05/2024,2025-02-27,Delayed,3961475
PROJ01591,CUS004182,DES131,C201,3BHK,2024-02-14,2025-04-28,Completed,2205432
PROJ01592,CUS001860,DES020,C116,Villa,2024-08-20,,completed,4306441
PROJ01593,CUS000643,DES002,C181,3BHK,2024-08-13,,completed,1122309
PROJ01594,CUS002399,DES109,C141,3BHK,2024-11-25,2025-12-25,completed,1526023
PROJ01595,CUS000444,DES106,C083,3BHK,2024-12-01,2025-12-17,Delayed,552351
PROJ01596,CUS000827,DES061,C091,Office,2024-12-27,2025-11-26,Delayed,3140092
